GemName,carat,cut,clarity,depth,table,x,y,z,Lab_L,Lab_a,Lab_b,XYZ_X,XYZ_Y,XYZ_Z,Wavelength,Reflectance,Color
Diamond,2.58,Very Good,VVS1,63.42,66.23,4.4,8.76,4.54,78.95,2.15,3.29,0.528,0.429,0.409,550,0.64,FaintYellow
Emerald,4.77,Good,SI1,58.64,65.62,8.62,8.01,6.13,72.81,4.62,-4.87,0.307,0.256,0.152,700,0.57,FaintYellow
Sapphire,3.2,Ideal,VVS1,59.12,67.21,4.69,9.74,3.21,73.53,4.96,-2.62,0.257,0.485,0.573,500,0.38,Red
Sapphire,3.64,Good,VVS2,58.19,67.84,3.21,7.81,2.65,73.62,4.08,-0.63,0.139,0.282,0.216,550,0.57,Violet
Topaz,2.27,Very Good,VVS1,64,66.38,6.65,7.84,4.14,65.49,1.85,-0.58,0.245,0.135,0.503,500,0.45,LightYellow
Topaz,0.3,Good,VS2,61.63,67.03,7.98,9.29,2.14,68.86,4.63,4.53,0.592,0.27,0.598,400,0.58,LightYellow
Sapphire,3.3,Premium,VVS1,57.09,60.03,4.38,5.11,2.35,78.11,1.67,-1.99,0.565,0.117,0.59,,0.61,Red
Topaz,3.23,Good,VVS1,62.5,64.16,3.49,3.01,4.71,64.14,4.5,4.7,0.521,0.161,0.493,700,0.57,Green
Topaz,0.73,Ideal,SI1,55.39,56.66,6.87,8,5.17,70.55,2.53,-4.67,0.48,0.123,0.6,450,0.5,Blue
Sapphire,2.42,Very Good,VVS1,58.96,67.22,4.03,4.09,2.62,66.46,1.19,4.04,0.235,0.294,0.191,550,0.64,Red
Emerald,4.59,Very Good,SI2,64.1,67.17,4.29,5.01,,75.27,3.45,1.37,0.229,0.589,0.481,400,0.45,Red
Diamond,1.18,Ideal,VS1,61.9,51.32,7.92,8.76,5.64,69.12,2.48,-0.9,0.349,0.535,0.406,700,0.45,FaintYellow
Amethyst,,Very Good,SI2,62.93,56.94,7.28,8.45,2.9,66.85,1.08,4.9,0.382,0.518,0.472,450,0.38,Green
Emerald,2.41,Good,VVS2,64.31,53.43,9.63,6.32,6.01,71.86,1.6,4.98,0.302,0.102,0.22,650,0.62,LightYellow
Ruby,4.09,Very Good,IF,62.75,52.72,5.26,3.73,4.53,62.12,2.82,-0.8,0.38,0.24,0.554,550,0.45,LightYellow
Topaz,4.16,Good,IF,55.89,58.3,4.5,5.09,4.67,71.2,3.61,-3.07,0.34,0.203,0.185,500,0.31,Red
Sapphire,3.84,,VS1,57.31,,7.59,6.33,2.68,75.67,1.13,-0.43,0.409,0.5,0.164,600,0.6,Red
Ruby,1.95,Good,SI1,60,56.87,9.8,8.38,2.28,79.26,3.08,3.33,0.363,,0.547,650,0.66,Red
Ruby,0.55,Good,VS1,55.14,56.18,6.87,9.89,3.63,76.9,1.19,2.04,0.209,0.473,0.471,550,0.63,FaintYellow
Emerald,1.88,Ideal,IF,61.25,51.89,5.06,7.38,2.43,72.33,4.61,-4.41,0.364,0.399,0.401,650,0.4,Green
Diamond,3.46,Ideal,VS2,61.57,57.66,9.37,,2.45,70.81,3.83,-2.77,0.364,0.19,0.469,400,0.68,FaintYellow
Diamond,3.57,Fair,IF,61.96,59.42,7.27,4.55,6.27,66.57,1.34,-0.34,0.131,0.423,0.105,450,0.68,LightYellow
Topaz,4.83,Ideal,IF,60.56,57.97,4.49,4.82,2.31,69.56,3.03,4.58,0.231,0.242,0.524,500,,
Amethyst,2.38,Good,SI2,59.52,63.6,9.65,7.44,3.98,72.37,3.94,1.17,0.4,0.176,0.125,500,,White
Diamond,3.24,Good,VVS2,63.56,55.76,4.91,3.13,5.4,62.6,2.15,-4.49,0.31,0.277,0.358,400,0.59,Green
Sapphire,2.79,Very Good,IF,62.67,64.32,9.29,6.55,3.28,74.47,1.75,-1.16,0.501,0.562,0.116,650,0.61,Blue
Topaz,0.92,,IF,61.12,67.66,7.3,9.97,4.24,64.9,3.7,4.07,0.131,0.409,0.477,450,0.56,Blue
Diamond,2.41,Fair,SI2,55.46,61.82,6.52,8.38,3.62,62.31,4.12,0.06,0.164,0.38,0.237,450,0.61,White
Sapphire,2.82,Good,VVS1,61.94,57.77,5.33,8.39,5.21,61.96,2.6,-4.03,0.591,0.465,0.323,450,0.34,Green
Ruby,4.76,Fair,VS1,60.58,53.59,3.83,8.22,4.74,66.39,1.96,0.98,0.414,0.31,0.593,450,0.37,LightYellow
Amethyst,1.96,Good,SI2,61.93,68.65,4.71,7.78,3.39,66.41,4.77,1.77,0.403,0.388,0.476,600,0.56,White
Amethyst,4.9,,IF,58.11,65.04,5.32,5.09,4.84,71.45,3.15,2.53,0.483,0.226,0.156,600,0.31,Violet
Diamond,2.8,Very Good,IF,62.77,54.93,5.02,8.48,2.01,69.16,2.96,-1.64,0.261,0.339,0.576,500,0.68,LightYellow
Ruby,1.36,Fair,VS2,59.18,53.01,3.51,7.52,5.02,75,3.92,2.01,0.429,0.487,0.336,400,0.57,Blue
Amethyst,1.12,Premium,SI2,63.94,50.99,7.06,4.6,5.52,60.38,4.58,-1.8,0.327,0.463,0.518,550,0.63,Green
Topaz,0.88,,IF,56.04,53.81,6.33,9.85,2.03,61.82,2.22,0.2,0.281,0.502,0.165,700,0.63,FaintYellow
Sapphire,2.37,Ideal,VVS2,59.85,64.65,3.75,9.89,4.97,64.96,4.25,-4.8,,0.394,0.156,500,0.6,FaintYellow
Emerald,0.31,Premium,SI1,57.06,62.59,6.25,5.62,4.47,60.78,4.73,1.74,0.142,0.522,0.232,600,0.38,Violet
Diamond,2.34,Ideal,VS2,59.53,69.35,3.55,8.27,3.27,63.28,4.85,-1.22,0.108,0.157,0.115,450,0.43,LightYellow
Amethyst,4.94,Ideal,IF,58.54,56.44,9.52,7.77,2.89,74.55,3.75,2.05,0.251,0.561,0.407,400,0.52,Violet
Emerald,3.42,Good,SI1,63.03,65.73,4.81,7.09,6.31,75.97,4.08,4.64,0.109,,0.19,500,0.4,White
Ruby,,Ideal,VVS2,56.67,52.41,8.07,4.27,,71.85,4.37,-4.19,0.237,0.427,0.573,550,0.45,Green
Ruby,0.77,Fair,VS1,60.99,61.25,4.76,6.27,4.06,71.42,4.17,3.59,0.413,0.412,0.598,550,0.63,Violet
Amethyst,2.47,Premium,IF,59.06,59.34,6.32,8.11,5.81,72.54,1.75,-2.67,0.177,0.463,0.56,700,0.62,
Sapphire,1.57,Ideal,VS1,60.18,66.76,9.53,9.92,3.72,76.02,1.01,-2.58,0.326,0.243,0.233,450,0.57,White
Diamond,4.49,Ideal,IF,62.14,64.03,9.1,7.3,5.63,76.86,3.3,-2.74,0.174,0.429,0.317,450,0.33,FaintYellow
Diamond,1.07,Very Good,VS2,58.57,53.89,8.45,8.27,4.55,66.78,3.5,-3.62,0.281,0.126,0.273,400,0.56,Red
Sapphire,2.4,Very Good,VS2,58.67,69.68,8.53,9.4,2.95,68.33,1.9,-3.04,0.534,0.274,0.297,400,0.36,White
Diamond,3.02,Fair,SI1,55.77,66.46,8.76,7.3,3.58,76.17,1.75,2.42,0.444,0.441,0.512,500,0.32,Violet
Ruby,2.67,Very Good,VVS2,60.52,57.09,8.2,8.35,2.1,64.21,3.13,2.68,0.469,0.327,0.289,450,0.63,Red
Sapphire,4.19,Ideal,VVS1,59.17,66.52,,6.21,3.98,78.85,4.57,4.61,0.338,0.598,0.552,400,0.35,White
Topaz,1.31,Ideal,SI2,63.12,69.14,5.45,5.04,6.21,76.76,1.75,-3.96,0.556,0.342,0.131,450,0.36,Green
Ruby,2.01,Premium,SI1,59.39,67.81,6.68,6.45,4.84,68.82,4.5,-3.49,0.174,0.437,0.305,500,0.38,LightYellow
Topaz,4,Very Good,SI1,64.71,61.12,7.52,3.62,4.6,70.27,4.45,3.85,0.16,0.499,0.104,650,0.43,Red
Topaz,2.73,Good,VVS2,56.72,61.54,4.38,9.51,5.91,68.75,2,0.65,0.259,0.538,0.279,700,0.31,Green
Topaz,2.13,Very Good,IF,57.67,52.13,6.52,5.17,2.55,,,0.45,0.149,0.388,0.258,450,0.43,Red
Topaz,0.34,Ideal,VS1,58.92,53.29,3.87,6.23,5.58,64.8,4.83,2.72,0.251,0.478,0.467,600,0.32,Green
Ruby,3.82,Premium,VS1,56.7,69.65,7.28,7.57,5.14,66.06,1.63,0.53,0.383,,0.339,450,0.31,White
Topaz,4.87,Very Good,IF,64.72,65.4,3.68,6.53,,68.17,,-4.38,0.302,0.176,0.298,650,0.46,LightYellow
Topaz,3.18,Premium,VVS1,61.41,50.51,6.52,,3.73,77.88,4.23,3.99,0.319,0.226,,700,0.58,Blue
Sapphire,4.31,Very Good,VVS1,55.11,60.95,6.23,9.89,2.16,67.17,2.33,-3.66,0.181,0.111,0.114,550,0.48,Blue
Emerald,2.68,Fair,VVS1,60.79,56.91,3.78,8.94,4.78,71.25,1.3,-0.2,0.323,0.418,0.488,650,0.69,White
Sapphire,1.31,Ideal,IF,62.81,56.23,6.08,3.72,4.56,61.77,1.49,-1.35,0.561,0.389,0.265,600,0.62,LightYellow
Diamond,0.27,Ideal,SI2,55.51,61.13,,5.57,3.28,67.69,2.33,-1.3,0.131,0.516,0.352,600,0.53,Red
Topaz,3.34,Good,VS2,60.78,56.4,7.16,4.36,3.24,68.55,1.17,-2.16,0.441,0.333,0.57,450,0.33,Red
Ruby,2.57,Ideal,SI1,58.74,55.03,6.21,6.35,3.61,70.06,1.18,4.57,0.417,0.396,0.562,500,0.63,LightYellow
Sapphire,3.95,Good,VS2,60.81,68.76,5.55,4.46,3.95,69.24,4.9,-4.16,0.503,,0.48,550,0.68,Red
Diamond,3.53,Ideal,IF,57.53,50.8,3.4,5.19,5.32,73.22,1.49,3.02,0.401,0.12,0.346,650,0.48,LightYellow
Amethyst,4.94,Very Good,VS2,61.66,58.72,9.69,6.65,4.31,77,1.65,-1.07,0.299,0.154,0.387,450,0.61,LightYellow
Ruby,2.65,Very Good,SI2,61.71,60.22,5.82,4.01,2.68,72.64,3.36,-4.47,0.496,0.252,0.173,700,0.46,Red
Ruby,2.25,Fair,VVS1,60.4,,5.92,9.03,6.01,67.75,4.26,,0.28,0.216,0.534,550,0.4,LightYellow
Diamond,1.58,Very Good,VS2,64.24,63.15,3.9,5.54,4.16,75.46,1.64,-1.28,0.226,0.187,0.181,400,0.34,Green
Sapphire,2.49,Premium,IF,64.09,50.51,6.73,9.4,6.04,73.69,1.17,-2.79,0.371,0.114,0.477,550,0.69,Green
Topaz,4.39,Very Good,SI1,55.48,67.7,9.85,3.21,4.76,73.81,1.88,-1.3,0.573,0.592,0.551,700,0.36,LightYellow
Sapphire,0.4,Good,VS2,57.9,60,4.77,8.4,4.56,75.74,3.02,4.77,0.375,,0.129,550,0.66,Violet
Sapphire,4.89,Fair,VS2,58.64,61.07,5.19,9.05,3.5,62.22,4.97,2.66,0.597,0.436,0.509,450,0.67,Red
Ruby,4.97,Premium,VS2,55.55,59.26,4.65,9.89,6.37,67.24,3.47,3.2,0.503,0.464,0.375,650,0.65,White
Amethyst,3.07,Premium,VS2,60.24,58.89,9.07,3.92,6.42,63.36,1.89,0.26,0.53,0.575,0.412,650,0.59,Red
Diamond,1.79,Ideal,SI1,55.25,53.73,6.33,6.04,3.63,75.45,1.04,-2.05,0.459,0.337,0.37,650,0.46,Green
Amethyst,1.27,Good,IF,61.78,60.09,8.76,8.32,5.55,71.33,1.66,0.48,0.278,0.433,0.474,500,0.48,Red
Topaz,1.53,Very Good,VVS2,55.03,58.43,8.95,6.59,3.21,79.79,3.62,0.46,0.342,0.542,0.521,700,0.45,Red
Diamond,0.44,Very Good,VS2,55.32,59.36,8.24,8.75,4.76,73.57,2.27,-3.52,0.456,0.329,0.113,700,0.44,Violet
,2.48,Ideal,VVS2,63.34,50.28,,9.89,5.02,61.53,3.22,1.62,0.249,0.385,0.335,450,0.66,Violet
Emerald,0.48,Very Good,SI1,57.53,52.62,3.25,8.3,6.43,65.76,3.34,2.81,0.527,0.206,0.117,650,0.39,Green
Ruby,3.65,Premium,IF,55.81,65.26,4,8.2,3.3,78.51,1.64,0.49,0.344,0.378,0.239,550,0.44,Green
Ruby,1.99,Very Good,VS1,58.99,,7.88,6.98,5.18,,2.63,-1.03,0.439,0.424,0.529,600,0.59,Violet
Sapphire,1.16,Very Good,SI2,55.51,64.86,8.18,,3.1,64.47,3.21,1.39,0.348,0.159,0.164,700,0.34,Violet
Ruby,2.82,Premium,VVS2,62.5,53.42,8.36,8.85,2.16,69.88,4.47,0.37,0.583,0.369,0.321,700,0.59,Blue
Emerald,4.87,Good,IF,59.94,63.96,4.71,4.63,3.28,67.4,4.2,-4.17,0.319,0.197,0.526,450,0.59,LightYellow
Emerald,3.54,Good,VS1,60.52,55.78,4.07,9.03,5.54,64.19,3.69,-1.26,0.311,0.476,0.542,700,0.44,LightYellow
Topaz,2.56,Premium,VS2,62.53,64.1,9.46,8.86,6.22,67.36,4.11,4.26,0.416,0.546,0.238,550,0.64,LightYellow
Topaz,3.93,Premium,,62.84,51.74,7.65,8.16,2.12,68.56,4.83,-4.38,0.16,0.597,0.491,550,0.46,FaintYellow
Diamond,3.74,Fair,SI1,56.36,56.67,8.19,7.87,2.5,73.34,4.05,-2.16,,0.117,0.17,500,0.63,LightYellow
Emerald,4.48,Fair,IF,57.8,52.39,3.66,3.06,3.66,70.05,1.82,3.57,0.124,0.376,0.354,600,0.66,Green
Sapphire,1.18,Very Good,VVS1,56.76,62.59,5.89,9.93,4.04,76.6,2.34,-4.99,0.564,0.388,0.403,550,0.39,Green
Diamond,4.32,Very Good,VS1,55.54,57.85,,5.74,6.18,78.85,2.47,4.41,0.367,0.54,0.357,550,0.56,Green
Amethyst,1.64,Fair,VVS1,60.38,51.49,7.6,5.66,2.09,67.65,2.75,1.88,0.247,0.385,0.333,450,0.67,Green
Sapphire,4.72,Very Good,SI1,57.5,60.53,6.43,9.92,5.82,70.02,3.53,-1.21,0.229,0.156,0.421,500,0.54,FaintYellow
Topaz,1.55,Good,SI1,56.54,50.5,6.16,4.69,4.32,74.54,2.68,-4.72,0.466,0.44,0.109,550,0.38,Red
Emerald,4.65,Good,VS2,60.1,66.37,9.32,9.67,2.97,76.52,2.86,,0.143,0.289,0.164,600,0.63,White
Ruby,4.83,Ideal,VS2,61.34,68.77,8.18,5.7,2.88,64.41,3.37,-2.04,0.564,0.104,0.218,400,0.52,Blue
Emerald,0.9,Fair,VVS2,62.72,66.2,9.75,3.69,2.22,73.16,4.24,1.59,0.353,0.555,0.476,550,0.69,LightYellow
Diamond,4.88,Good,SI1,55.17,69.03,3.32,6.66,3.11,76.38,2.79,-4.33,0.442,0.344,0.202,550,0.44,FaintYellow
Diamond,0.61,Ideal,VS2,60.26,67.94,7.31,7.94,6.39,74.8,3.52,3.82,0.137,0.484,0.357,550,0.38,Violet
Topaz,1.25,Premium,VVS2,57.67,67.9,7.41,7.26,5.59,73.96,2.86,3.58,0.222,0.499,0.147,700,0.67,Red
Amethyst,2.33,Good,VS1,64.92,54.91,3.19,9.67,6.33,78.88,4.99,-2.15,0.103,,0.329,400,0.54,White
Sapphire,4.97,Ideal,VVS1,56.57,54.62,8.51,5.69,2.7,74.91,4.77,-3.06,0.193,0.381,0.446,450,0.57,Violet
Amethyst,2.55,Very Good,VS1,59.38,66.19,4.08,6.09,4.47,69.78,3.16,-0.71,0.377,0.2,0.253,500,0.33,Green
Sapphire,2.84,Ideal,SI2,64.7,59.83,7.91,4.72,6.19,77.39,4.26,-2.18,0.349,0.411,0.147,400,0.58,Green
Emerald,3.53,Good,VVS1,57.13,68.85,3.26,7.04,4.97,68.74,4.45,4.5,0.49,0.105,0.375,400,0.4,Red
Topaz,4.85,Very Good,IF,63.07,67.95,7.3,9.58,2.09,75.94,1.11,0.83,0.421,0.126,0.219,500,0.43,White
Sapphire,3.96,Very Good,,57.43,67.86,6.65,5.42,2.31,72.49,4.68,2.36,0.46,0.492,0.27,450,0.61,LightYellow
Emerald,1.28,Ideal,SI2,55.75,56.52,6.38,3.8,3.9,72.11,4.44,0.31,0.223,0.238,0.491,600,0.55,FaintYellow
Emerald,1.65,Ideal,IF,55.43,52.66,5.57,5.56,3.73,74.77,4.28,3.37,0.356,0.292,0.361,700,0.66,Blue
Ruby,0.67,Good,VVS1,64.49,63.56,5.94,9.18,6,73.99,3.27,-4.02,0.559,0.514,0.161,650,0.59,Red
Sapphire,3.29,Very Good,SI1,57.13,58.81,6.34,9.3,5.51,70.67,1.91,2.23,0.345,0.387,0.136,400,0.46,Blue
Ruby,1.07,Fair,SI1,57.92,68.68,5.08,3.85,2.59,,3.01,2.68,0.21,0.449,0.249,650,0.47,Blue
Emerald,1.44,Ideal,,64.67,67.08,9.55,8.35,2.4,74.43,4.2,-1.4,0.394,0.289,0.553,400,0.55,Violet
Ruby,4.46,Fair,VS1,61.57,68.58,9.76,3.99,5.9,71.61,2.81,-4.15,0.175,0.595,0.513,600,0.38,White
Topaz,1.77,Fair,VS1,59.88,61.36,5.1,9.19,4.02,74.08,4.95,1.53,0.435,0.315,0.204,450,0.49,White
Ruby,2.92,Very Good,VVS2,59.35,60.52,8.45,6.33,2.76,66.88,1.91,-1.96,0.328,0.518,0.138,450,0.33,Violet
Sapphire,2.11,Good,VVS2,55.49,,8.26,9.29,6.04,79.99,4.64,0.84,0.262,0.259,0.41,450,0.49,FaintYellow
Topaz,0.56,Fair,VS2,63.39,60.24,9.13,3.52,5.24,69.39,2.29,3.81,0.22,0.486,0.554,650,0.4,White
Amethyst,1.94,Good,SI2,62.62,68,3.03,3.53,2.74,69.5,4.35,3.32,0.415,0.148,0.483,500,0.66,Violet
Amethyst,,Ideal,SI1,55.91,50.69,5.37,9.55,4.73,67.82,2.74,0.76,0.302,0.598,0.221,500,0.61,LightYellow
Emerald,4.5,Very Good,VS2,58.53,57.18,4.01,8.41,4.11,66.43,4.33,-3.91,0.519,0.511,0.4,650,0.34,FaintYellow
Emerald,1.76,Premium,VVS1,63.85,66.7,5.74,4.02,3.15,79.27,3.36,-0.52,0.129,0.223,0.157,550,0.62,Green
Emerald,2.02,Very Good,SI1,57.36,54.2,7.03,9.23,4.66,79.4,4.63,2.26,0.288,,0.336,650,0.54,FaintYellow
Ruby,3.96,Premium,VS1,61.11,57.98,9.36,8.98,3.98,78.96,2.91,0.67,0.149,0.266,0.43,450,0.51,Blue
Sapphire,3.84,Ideal,VVS2,59.88,50.2,8.88,6.76,4.53,66.46,4.73,-1.71,0.523,0.298,0.401,550,0.37,LightYellow
Amethyst,4.03,Good,VVS2,63.19,56.03,6.49,4.16,3.32,72.38,1.51,-1.92,0.265,0.27,0.448,450,0.61,Blue
Topaz,4.78,Ideal,SI2,55.36,56.37,3.16,5.96,5.26,63.69,4.24,1.78,0.392,0.183,0.349,550,0.52,White
Amethyst,4.02,Very Good,SI1,63.16,64.65,5.11,6.85,3.92,74.43,1.88,1.32,0.406,0.548,0.263,700,0.42,LightYellow
Ruby,2.16,Premium,IF,56.36,63.55,3.75,4.47,5.66,,1.92,0.92,0.51,0.261,0.428,650,0.39,Violet
Sapphire,4.14,Premium,SI2,55.15,58.9,7.55,9.01,4.74,73.72,1.26,4.52,0.587,0.283,0.254,450,0.6,Red
Emerald,2.64,Very Good,SI2,60.96,64.57,,8.83,3.1,74.33,3.93,3.95,0.242,0.276,0.51,550,0.32,White
Ruby,1.53,Very Good,VS2,57.59,58.57,7.54,3.16,3.53,79.93,3.58,-1.86,0.33,0.452,0.427,700,0.55,White
Diamond,1.65,Ideal,SI1,62.09,58.69,4.92,3.14,3.29,75.72,2.34,-2.51,0.372,0.165,0.337,400,0.7,Violet
Amethyst,1.27,Fair,SI1,59.7,62.91,9.44,6.06,3.62,71.55,4.9,4.23,0.214,0.219,0.463,500,0.67,Red
Ruby,0.9,Premium,IF,61.06,64.46,7.12,9.47,2.77,69.81,1.23,-2.92,0.184,0.242,0.417,600,0.69,FaintYellow
Amethyst,1.09,,VVS2,61.9,66.94,7.18,8.38,,61.13,4.08,4.77,0.104,0.43,0.117,400,0.6,LightYellow
Sapphire,0.5,Ideal,VS1,64.27,65.03,8.71,9.71,2.22,78.9,2.06,-2.85,0.126,0.346,0.385,600,0.37,Red
Topaz,4.46,Fair,VS1,63.23,63.41,3.48,4.99,3.57,63.66,1.27,-3.92,0.479,0.131,0.178,650,0.69,Violet
Topaz,4.67,Good,IF,59.95,61.23,4.47,9.78,3.92,60.82,3.55,-1.09,0.46,0.584,0.445,400,0.66,LightYellow
Sapphire,3.02,Very Good,SI2,59.38,56.16,7.13,6.72,5.44,66.99,2.32,4.01,0.113,0.153,0.344,400,0.4,Violet
Emerald,4.23,Fair,VS2,61.55,55.22,7.27,7.28,5.88,64.59,2.8,2.31,0.337,0.357,0.226,450,0.62,LightYellow
Sapphire,1.08,Good,VVS1,62.34,66.87,6.27,4.6,5.48,69.7,2.89,0.99,0.169,0.196,0.56,650,0.46,Violet
Ruby,4.53,Good,SI1,56.73,64.35,8.46,6.23,2.37,78.48,1.16,2.02,0.206,0.388,0.288,500,0.57,Blue
Sapphire,,Ideal,VS1,55.33,63.31,5.42,8.29,4.98,79.12,3.13,0.2,0.558,0.382,0.507,600,0.43,Blue
Emerald,0.52,Premium,VVS1,59.55,55.18,3.08,5.46,5.84,65.72,1.16,-1.82,0.433,0.4,0.521,650,0.36,Blue
Ruby,0.88,Very Good,SI1,,69.4,5.38,3.49,4.38,78.19,1.73,-0.03,0.271,0.583,0.275,500,0.56,Violet
Amethyst,1.68,Fair,VS2,57.73,51.63,9.76,8.86,6.21,78.02,3.87,-1.2,0.574,0.385,0.131,500,0.34,Violet
Ruby,0.41,Good,IF,60.85,66.77,8.45,3.23,5.98,68.77,3.89,2.68,0.567,0.253,0.229,550,0.35,White
Ruby,1.68,Premium,SI2,56.51,54.22,5.23,3.67,5.95,70.84,1.01,-3.33,,0.118,0.482,650,,LightYellow
Sapphire,,Good,VS2,55.28,57.85,4.56,7.46,6.34,60.98,4.4,-0.5,0.234,0.316,0.213,400,0.64,Red
Sapphire,1.33,Very Good,VVS2,60.55,58.56,8.67,7.68,5.44,60.42,1.03,-3.93,0.573,0.514,0.442,550,0.48,White
Ruby,1.48,Very Good,VS2,59.66,63.25,4.4,6.85,5.09,63.08,4.88,-4.57,0.523,0.21,0.237,500,0.49,LightYellow
Sapphire,4.97,Ideal,IF,58.06,60.93,7.06,3.54,5.39,70.46,3.24,-2.68,0.306,0.542,0.379,700,0.57,Violet
Sapphire,1.33,Very Good,IF,59.69,53.72,6.56,,3.61,69.43,2.47,-3.39,0.281,0.301,0.494,500,0.66,White
Topaz,1.35,Very Good,VS2,61.84,50.6,5.96,7.19,2.04,60.25,3.43,2.82,0.422,0.347,0.571,500,0.57,LightYellow
Emerald,3.5,Very Good,SI1,56.09,64.34,5.98,7.69,2.2,62.23,1.59,-3.4,0.519,0.362,0.191,600,0.68,White
Topaz,4.32,Premium,IF,57.56,60.1,7.92,3.02,5.84,68.39,2.91,1.72,0.156,0.436,0.321,600,0.33,Blue
Ruby,2.06,Fair,VVS2,62.95,57.24,3.72,3.62,3.85,76.14,3.76,0.03,0.395,0.281,0.398,700,0.64,Green
Ruby,4.4,Fair,VVS1,61.7,55.69,5.77,8.05,3.63,70.82,3.62,-1.39,0.267,0.425,0.128,500,0.57,FaintYellow
Diamond,1.83,Very Good,VS2,57.66,66.46,9.78,7.74,4.76,,4.63,-4.38,0.276,0.112,0.487,650,0.5,Green
Ruby,1.15,Fair,IF,58.98,65.91,8.45,4.39,2.63,69.1,2.14,-0.83,0.392,0.155,0.314,400,0.39,Red
Sapphire,1.78,Very Good,SI2,56.2,66.52,3.15,6.53,4.45,67.59,1.28,0.69,0.572,0.555,0.33,700,0.42,Blue
Ruby,3.12,Fair,SI1,57.53,54.38,6.13,5.19,5.76,78.17,2.49,-3.82,0.407,0.301,0.599,400,0.36,LightYellow
Ruby,1.96,Fair,SI1,63.41,67.04,3.82,7.37,3.91,76.59,1.53,4.1,0.352,0.125,0.266,450,0.51,LightYellow
Amethyst,3.43,Good,SI1,59.4,69.71,6.39,8.58,4.33,63.99,4.57,-3.89,0.433,0.155,0.356,600,0.57,White
Emerald,1.34,Premium,VVS1,61.4,61.98,3.73,4.32,2.74,76.29,4.93,3.31,0.209,0.225,0.595,600,0.58,Violet
Diamond,3.56,Good,VVS2,56.6,50.94,5.72,7.55,5.32,65.04,3.54,2.83,0.399,0.119,0.411,400,0.33,Violet
Emerald,1.87,Good,VS2,56.83,64.05,6.81,6.04,4.53,60.78,4.17,3.85,0.206,0.42,0.31,650,0.49,Blue
Emerald,2.39,Fair,IF,64.41,60.76,5.57,4.35,4.48,75.75,3.79,-3.94,0.351,0.347,0.377,600,0.37,Green
Topaz,2.88,Ideal,VVS1,63.41,64.24,7.05,5.78,3.02,63.07,3.19,-0.4,0.407,0.538,0.112,500,0.59,Red
Diamond,3.49,Ideal,VVS2,62.9,53.76,9.9,3.73,6.13,65.65,4.31,-1.85,0.31,0.452,0.303,500,0.59,White
Sapphire,1.35,Premium,VS1,58.3,62.12,4.72,7.6,3.55,75.33,4.57,1.86,0.414,0.199,0.16,450,0.65,Green
Sapphire,4.21,Very Good,IF,60.63,60.78,6.95,9.99,6.33,69.7,3.05,-3.13,0.54,0.191,0.338,700,0.68,FaintYellow
Diamond,3.66,Fair,SI1,59.92,62.05,6.3,8.13,3.54,73.85,4.24,-4.1,0.123,0.469,0.262,650,0.56,Red
Sapphire,1.32,Premium,SI1,64.56,64.55,8.66,8.96,6.05,60.59,2.56,-2.81,,0.311,0.439,600,0.59,Red
Sapphire,4.88,Good,VVS2,57.4,60.88,5.2,4.58,4.51,66.71,1.93,4.92,0.381,0.374,0.564,,0.41,Red
Diamond,3.39,Fair,SI2,64.47,56.44,7.47,3.74,2.29,67.1,2.85,-2.45,0.457,0.568,0.23,700,0.7,LightYellow
Diamond,2.37,Good,SI2,62.07,56.18,7.85,3.02,6.29,64.89,1.99,-2.13,0.498,0.117,0.561,650,0.49,LightYellow
Ruby,0.96,Premium,VVS1,59.14,63.9,9.83,8.11,3.5,67.51,2.57,2.22,0.176,0.487,0.126,650,,LightYellow
Sapphire,2.76,Ideal,SI2,57.66,63.28,4.06,8.76,5.66,67.3,3.56,-1.88,0.126,0.202,0.219,500,0.48,LightYellow
Ruby,0.99,Premium,SI1,62.57,58.44,9.99,4.32,4.55,78.88,1.69,0.28,0.367,0.5,0.174,650,0.45,LightYellow
Amethyst,2.26,Fair,VS2,63.23,57.07,8.05,6.35,3.1,76.98,3.9,2.51,0.314,0.375,0.459,500,,Red
Ruby,2.16,Fair,VVS1,58.58,62.4,6.19,7.1,2.63,76.43,4.58,-1.65,0.383,0.275,0.34,600,0.55,FaintYellow
Diamond,3.66,Very Good,SI1,56.72,56.24,4.84,9.71,3.06,60.07,2.53,-1.39,0.503,0.36,0.156,400,0.59,Green
Ruby,1.12,Ideal,VS2,59.92,69.27,7.4,,4.45,67.31,4.9,-2.77,0.304,0.273,0.546,700,0.38,Red
Diamond,4.14,Fair,VVS2,59.69,61.93,3.99,3.11,4.29,63.12,,2.5,0.442,0.117,0.197,550,0.69,White
Emerald,1.77,Ideal,VVS2,62.25,61.84,9.63,3.34,3.21,66.12,3.3,4.93,,0.388,0.203,450,0.54,LightYellow
Emerald,2.33,Fair,VVS1,64.73,52.73,4.29,9.71,2.71,63.37,2.22,-4.38,0.475,0.409,0.56,550,0.51,LightYellow
Sapphire,3.91,Ideal,VVS1,60.31,62.19,8.42,3.41,3.58,61.46,1.07,-0.93,0.571,0.273,0.339,550,0.3,Green
Amethyst,3.2,Premium,VS2,62.32,55.9,5.42,7.07,2.72,71.06,2.65,-1.57,0.217,,0.46,550,0.57,Violet
